chrom,start,end,name,name2,strand,Splice site,Splicing efficiency,HBV_genotype,Biological_materials,Transcript ID,coSI,Run
C2_SRR3140285,634,636,C2_SRR3140285.1.5,TCONS_00000015,+,donor,0.05263,C,Tissue,SP13,$\theta_5$,SRR3140285
C2_SRR3140285,634,636,C2_SRR3140285.1.7,TCONS_00000013,+,donor,0.05263,C,Tissue,SP9,$\theta_5$,SRR3140285
C2_SRR3140288,1205,1207,C2_SRR3140288.1.1,TCONS_00000009,+,donor,0.01786,C,Tissue,SP18,$\theta_5$,SRR3140288
C2_SRR3140288,1205,1207,C2_SRR3140288.1.2,TCONS_00000008,+,donor,0.01786,C,Tissue,SP7,$\theta_5$,SRR3140288
C2_SRR3140288,1205,1207,C2_SRR3140288.1.4,TCONS_00000014,+,donor,0.01786,C,Tissue,SP14,$\theta_5$,SRR3140288
C2_SRR3140289,1205,1207,C2_SRR3140289.1.1,TCONS_00000014,+,donor,0.12,C,Tissue,SP14,$\theta_5$,SRR3140289
C2_SRR3140291,1205,1207,C2_SRR3140291.1.1,TCONS_00000014,+,donor,0.11538,C,Tissue,SP14,$\theta_5$,SRR3140291
C2_SRR3140303,634,636,C2_SRR3140303.1.1,TCONS_00000062,+,donor,0.05455,C,Tissue,81196_ccs,$\theta_5$,SRR3140303
C2_SRR3140303,1205,1207,C2_SRR3140303.1.1,TCONS_00000062,+,donor,0.03797,C,Tissue,81196_ccs,$\theta_5$,SRR3140303
C2_SRR3140303,1205,1207,C2_SRR3140303.1.2,TCONS_00000064,+,donor,0.03797,C,Tissue,125795_ccs,$\theta_5$,SRR3140303
C2_SRR3140303,634,636,C2_SRR3140303.1.3,TCONS_00000008,+,donor,0.05455,C,Tissue,SP7,$\theta_5$,SRR3140303
C2_SRR3140303,1205,1207,C2_SRR3140303.1.3,TCONS_00000008,+,donor,0.03797,C,Tissue,SP7,$\theta_5$,SRR3140303
C2_SRR3140303,634,636,C2_SRR3140303.1.5,TCONS_00000015,+,donor,0.05455,C,Tissue,SP13,$\theta_5$,SRR3140303
C2_SRR3140303,1205,1207,C2_SRR3140303.1.6,TCONS_00000014,+,donor,0.03797,C,Tissue,SP14,$\theta_5$,SRR3140303
C2_SRR3140303,634,636,C2_SRR3140303.1.7,TCONS_00000012,+,donor,0.05455,C,Tissue,SP1,$\theta_5$,SRR3140303
C2_SRR3140304,1205,1207,C2_SRR3140304.1.1,TCONS_00000064,+,donor,0.14815,C,Tissue,125795_ccs,$\theta_5$,SRR3140304
C2_SRR3140304,1205,1207,C2_SRR3140304.1.3,TCONS_00000014,+,donor,0.14815,C,Tissue,SP14,$\theta_5$,SRR3140304
C2_SRR3140305,1205,1207,C2_SRR3140305.1.1,TCONS_00000009,+,donor,0.04878,C,Tissue,SP18,$\theta_5$,SRR3140305
C2_SRR3140305,634,636,C2_SRR3140305.1.2,TCONS_00000008,+,donor,0.05263,C,Tissue,SP7,$\theta_5$,SRR3140305
C2_SRR3140305,1205,1207,C2_SRR3140305.1.2,TCONS_00000008,+,donor,0.04878,C,Tissue,SP7,$\theta_5$,SRR3140305
C2_SRR3140305,634,636,C2_SRR3140305.1.4,TCONS_00000015,+,donor,0.05263,C,Tissue,SP13,$\theta_5$,SRR3140305
C2_SRR3140305,1205,1207,C2_SRR3140305.1.5,TCONS_00000014,+,donor,0.04878,C,Tissue,SP14,$\theta_5$,SRR3140305
C2_SRR3140305,634,636,C2_SRR3140305.1.6,TCONS_00000012,+,donor,0.05263,C,Tissue,SP1,$\theta_5$,SRR3140305
C2_SRR3140305,1205,1207,C2_SRR3140305.1.8,TCONS_00000004,+,donor,0.04878,C,Tissue,pSP12,$\theta_5$,SRR3140305
C2_SRR3140306,634,636,C2_SRR3140306.2.1,TCONS_00000008,+,donor,0.09524,C,Tissue,SP7,$\theta_5$,SRR3140306
C2_SRR3140306,1205,1207,C2_SRR3140306.2.1,TCONS_00000008,+,donor,0.07018,C,Tissue,SP7,$\theta_5$,SRR3140306
C2_SRR3140306,634,636,C2_SRR3140306.2.3,TCONS_00000012,+,donor,0.09524,C,Tissue,SP1,$\theta_5$,SRR3140306
C2_SRR3140306,634,636,C2_SRR3140306.2.4,TCONS_00000015,+,donor,0.09524,C,Tissue,SP13,$\theta_5$,SRR3140306
C2_SRR3140306,1205,1207,C2_SRR3140306.2.5,TCONS_00000014,+,donor,0.07018,C,Tissue,SP14,$\theta_5$,SRR3140306
C2_SRR3140313,1205,1207,C2_SRR3140313.1.1,TCONS_00000014,+,donor,0.10345,C,Tissue,SP14,$\theta_5$,SRR3140313
C2_SRR3140313,1205,1207,C2_SRR3140313.1.2,TCONS_00000004,+,donor,0.10345,C,Tissue,pSP12,$\theta_5$,SRR3140313
C2_SRR3140314,1205,1207,C2_SRR3140314.1.1,TCONS_00000014,+,donor,0.10169,C,Tissue,SP14,$\theta_5$,SRR3140314
C2_SRR3140315,634,636,C2_SRR3140315.1.1,TCONS_00000008,+,donor,0.05263,C,Tissue,SP7,$\theta_5$,SRR3140315
C2_SRR3140315,634,636,C2_SRR3140315.1.2,TCONS_00000012,+,donor,0.05263,C,Tissue,SP1,$\theta_5$,SRR3140315
C2_SRR3140315,634,636,C2_SRR3140315.1.3,TCONS_00000015,+,donor,0.05263,C,Tissue,SP13,$\theta_5$,SRR3140315
C2_SRR3140315,634,636,C2_SRR3140315.1.5,TCONS_00000013,+,donor,0.05263,C,Tissue,SP9,$\theta_5$,SRR3140315
C2_SRR3140316,634,636,C2_SRR3140316.1.1,TCONS_00000008,+,donor,0.04762,C,Tissue,SP7,$\theta_5$,SRR3140316
C2_SRR3140316,634,636,C2_SRR3140316.1.2,TCONS_00000012,+,donor,0.04762,C,Tissue,SP1,$\theta_5$,SRR3140316
C2_SRR3140316,634,636,C2_SRR3140316.1.3,TCONS_00000015,+,donor,0.04762,C,Tissue,SP13,$\theta_5$,SRR3140316
C2_SRR3140317,634,636,C2_SRR3140317.1.1,TCONS_00000008,+,donor,0.08421,C,Tissue,SP7,$\theta_5$,SRR3140317
C2_SRR3140317,1205,1207,C2_SRR3140317.1.1,TCONS_00000008,+,donor,0.05357,C,Tissue,SP7,$\theta_5$,SRR3140317
C2_SRR3140317,634,636,C2_SRR3140317.1.2,TCONS_00000012,+,donor,0.08421,C,Tissue,SP1,$\theta_5$,SRR3140317
C2_SRR3140317,1205,1207,C2_SRR3140317.1.3,TCONS_00000014,+,donor,0.05357,C,Tissue,SP14,$\theta_5$,SRR3140317
C2_SRR3140317,634,636,C2_SRR3140317.1.4,TCONS_00000015,+,donor,0.08421,C,Tissue,SP13,$\theta_5$,SRR3140317
C2_SRR3140318,634,636,C2_SRR3140318.1.1,TCONS_00000012,+,donor,0.06383,C,Tissue,SP1,$\theta_5$,SRR3140318
C2_SRR3140318,634,636,C2_SRR3140318.1.3,TCONS_00000015,+,donor,0.06383,C,Tissue,SP13,$\theta_5$,SRR3140318
C2_SRR3140318,634,636,C2_SRR3140318.1.4,TCONS_00000013,+,donor,0.06383,C,Tissue,SP9,$\theta_5$,SRR3140318
C2_SRR3140319,634,636,C2_SRR3140319.1.1,TCONS_00000008,+,donor,0.03409,C,Tissue,SP7,$\theta_5$,SRR3140319
C2_SRR3140319,634,636,C2_SRR3140319.1.2,TCONS_00000012,+,donor,0.03409,C,Tissue,SP1,$\theta_5$,SRR3140319
C2_SRR3140319,634,636,C2_SRR3140319.1.3,TCONS_00000015,+,donor,0.03409,C,Tissue,SP13,$\theta_5$,SRR3140319
C2_SRR3140320,1205,1207,C2_SRR3140320.1.1,TCONS_00000014,+,donor,0.1,C,Tissue,SP14,$\theta_5$,SRR3140320
C2_SRR3140320,1205,1207,C2_SRR3140320.1.2,TCONS_00000004,+,donor,0.1,C,Tissue,pSP12,$\theta_5$,SRR3140320
C2_SRR3140321,1205,1207,C2_SRR3140321.1.1,TCONS_00000014,+,donor,0.07692,C,Tissue,SP14,$\theta_5$,SRR3140321
C2_SRR3140323,1205,1207,C2_SRR3140323.1.1,TCONS_00000014,+,donor,0.05769,C,Tissue,SP14,$\theta_5$,SRR3140323
C2_SRR3140324,1205,1207,C2_SRR3140324.1.2,TCONS_00000014,+,donor,0.14815,C,Tissue,SP14,$\theta_5$,SRR3140324
C2_SRR3140324,1205,1207,C2_SRR3140324.1.3,TCONS_00000004,+,donor,0.14815,C,Tissue,pSP12,$\theta_5$,SRR3140324
C2_SRR3140403,1205,1207,C2_SRR3140403.1.1,TCONS_00000014,+,donor,0.06977,C,Tumor,SP14,$\theta_5$,SRR3140403
C2_SRR3140409,1205,1207,C2_SRR3140409.4.1,TCONS_00000014,+,donor,0.17647,C,Tumor,SP14,$\theta_5$,SRR3140409
C2_SRR3140410,1205,1207,C2_SRR3140410.4.1,TCONS_00000014,+,donor,0.23077,C,Tumor,SP14,$\theta_5$,SRR3140410
C2_SRR3140411,1205,1207,C2_SRR3140411.3.1,TCONS_00000014,+,donor,0.15789,C,Tumor,SP14,$\theta_5$,SRR3140411
C2_SRR3140416,1205,1207,C2_SRR3140416.1.1,TCONS_00000014,+,donor,0.11538,C,Tumor,SP14,$\theta_5$,SRR3140416
C2_SRR3140417,634,636,C2_SRR3140417.1.1,TCONS_00000008,+,donor,0.58824,C,Tumor,SP7,$\theta_5$,SRR3140417
C2_SRR3140417,1205,1207,C2_SRR3140417.1.1,TCONS_00000008,+,donor,0.26667,C,Tumor,SP7,$\theta_5$,SRR3140417
C2_SRR3140417,634,636,C2_SRR3140417.1.2,TCONS_00000015,+,donor,0.58824,C,Tumor,SP13,$\theta_5$,SRR3140417
C2_SRR3140417,634,636,C2_SRR3140417.1.3,TCONS_00000012,+,donor,0.58824,C,Tumor,SP1,$\theta_5$,SRR3140417
C2_SRR3140417,1205,1207,C2_SRR3140417.1.4,TCONS_00000014,+,donor,0.26667,C,Tumor,SP14,$\theta_5$,SRR3140417
C2_SRR3140419,634,636,C2_SRR3140419.1.1,TCONS_00000008,+,donor,,C,Tumor,SP7,$\theta_5$,SRR3140419
C2_SRR3140419,634,636,C2_SRR3140419.1.2,TCONS_00000015,+,donor,,C,Tumor,SP13,$\theta_5$,SRR3140419
C2_SRR3140419,634,636,C2_SRR3140419.1.3,TCONS_00000012,+,donor,,C,Tumor,SP1,$\theta_5$,SRR3140419
C2_SRR3140419,634,636,C2_SRR3140419.1.5,TCONS_00000013,+,donor,,C,Tumor,SP9,$\theta_5$,SRR3140419
C2_SRR3140421,634,636,C2_SRR3140421.1.1,TCONS_00000008,+,donor,0.30769,C,Tumor,SP7,$\theta_5$,SRR3140421
C2_SRR3140421,634,636,C2_SRR3140421.1.2,TCONS_00000015,+,donor,0.30769,C,Tumor,SP13,$\theta_5$,SRR3140421
C2_SRR3140421,634,636,C2_SRR3140421.1.3,TCONS_00000012,+,donor,0.30769,C,Tumor,SP1,$\theta_5$,SRR3140421
C2_SRR3140422,634,636,C2_SRR3140422.1.1,TCONS_00000008,+,donor,0.12903,C,Tumor,SP7,$\theta_5$,SRR3140422
C2_SRR3140422,634,636,C2_SRR3140422.1.2,TCONS_00000015,+,donor,0.12903,C,Tumor,SP13,$\theta_5$,SRR3140422
C2_SRR3140424,1205,1207,C2_SRR3140424.1.1,TCONS_00000008,+,donor,0.16667,C,Tumor,SP7,$\theta_5$,SRR3140424
C2_SRR3140424,1205,1207,C2_SRR3140424.1.2,TCONS_00000014,+,donor,0.16667,C,Tumor,SP14,$\theta_5$,SRR3140424
C2_SRR3140463,634,636,C2_SRR3140463.1.1,TCONS_00000008,+,donor,0.1875,C,PVTT,SP7,$\theta_5$,SRR3140463
C2_SRR3140463,634,636,C2_SRR3140463.1.2,TCONS_00000012,+,donor,0.1875,C,PVTT,SP1,$\theta_5$,SRR3140463
C2_SRR3140463,634,636,C2_SRR3140463.1.4,TCONS_00000015,+,donor,0.1875,C,PVTT,SP13,$\theta_5$,SRR3140463
C2_SRR3140465,1205,1207,C2_SRR3140465.3.1,TCONS_00000014,+,donor,0.3125,C,PVTT,SP14,$\theta_5$,SRR3140465
C2_SRR3140466,1205,1207,C2_SRR3140466.1.1,TCONS_00000014,+,donor,0.30769,C,PVTT,SP14,$\theta_5$,SRR3140466
C2_SRR3140467,1205,1207,C2_SRR3140467.2.1,TCONS_00000014,+,donor,,C,PVTT,SP14,$\theta_5$,SRR3140467
C2_SRR3140468,1205,1207,C2_SRR3140468.1.1,TCONS_00000008,+,donor,0.13636,C,PVTT,SP7,$\theta_5$,SRR3140468
C2_SRR3140468,1205,1207,C2_SRR3140468.1.2,TCONS_00000014,+,donor,0.13636,C,PVTT,SP14,$\theta_5$,SRR3140468
C2_SRR3140504,1205,1207,C2_SRR3140504.2.1,TCONS_00000014,+,donor,0.15385,C,PVTT,SP14,$\theta_5$,SRR3140504
C2_SRR3140510,634,636,C2_SRR3140510.1.1,TCONS_00000008,+,donor,0.36364,C,PVTT,SP7,$\theta_5$,SRR3140510
C2_SRR3140510,634,636,C2_SRR3140510.1.2,TCONS_00000015,+,donor,0.36364,C,PVTT,SP13,$\theta_5$,SRR3140510
C2_SRR3140510,634,636,C2_SRR3140510.1.3,TCONS_00000012,+,donor,0.36364,C,PVTT,SP1,$\theta_5$,SRR3140510
C2_SRR3140516,634,636,C2_SRR3140516.1.1,TCONS_00000008,+,donor,0.17391,C,PVTT,SP7,$\theta_5$,SRR3140516
C2_SRR3140516,634,636,C2_SRR3140516.1.2,TCONS_00000015,+,donor,0.17391,C,PVTT,SP13,$\theta_5$,SRR3140516
C2_SRR5237615,634,636,C2_SRR5237615.1.1,TCONS_00000012,+,donor,0.18519,C,Tumor,SP1,$\theta_5$,SRR5237615
C2_SRR5237615,634,636,C2_SRR5237615.1.3,TCONS_00000013,+,donor,0.18519,C,Tumor,SP9,$\theta_5$,SRR5237615
C2_SRR5237616,634,636,C2_SRR5237616.1.1,TCONS_00000016,+,donor,0.35452,C,Tissue,pSP8,$\theta_5$,SRR5237616
C2_SRR5237616,1205,1207,C2_SRR5237616.1.1,TCONS_00000016,+,donor,0.03103,C,Tissue,pSP8,$\theta_5$,SRR5237616
C2_SRR5237616,634,636,C2_SRR5237616.1.2,TCONS_00000008,+,donor,0.35452,C,Tissue,SP7,$\theta_5$,SRR5237616
C2_SRR5237616,1205,1207,C2_SRR5237616.1.2,TCONS_00000008,+,donor,0.03103,C,Tissue,SP7,$\theta_5$,SRR5237616
C2_SRR5237616,634,636,C2_SRR5237616.1.3,TCONS_00000017,+,donor,0.35452,C,Tissue,pSP11,$\theta_5$,SRR5237616
C2_SRR5237616,634,636,C2_SRR5237616.1.4,TCONS_00000012,+,donor,0.35452,C,Tissue,SP1,$\theta_5$,SRR5237616
C2_SRR5237616,634,636,C2_SRR5237616.1.5,TCONS_00000015,+,donor,0.35452,C,Tissue,SP13,$\theta_5$,SRR5237616
C2_SRR5237616,634,636,C2_SRR5237616.1.6,TCONS_00000013,+,donor,0.35452,C,Tissue,SP9,$\theta_5$,SRR5237616
C2_SRR5237616,1205,1207,C2_SRR5237616.1.7,TCONS_00000014,+,donor,0.03103,C,Tissue,SP14,$\theta_5$,SRR5237616
C2_SRR5237616,658,660,C2_SRR5237616.1.8,TCONS_00000002,+,donor,0.01744,C,Tissue,SP6,$\theta_5$,SRR5237616
C2_SRR5237627,634,636,C2_SRR5237627.1.1,TCONS_00000008,+,donor,0.35714,C,Tumor,SP7,$\theta_5$,SRR5237627
C2_SRR5237627,634,636,C2_SRR5237627.1.5,TCONS_00000015,+,donor,0.35714,C,Tumor,SP13,$\theta_5$,SRR5237627
C2_SRR5237627,634,636,C2_SRR5237627.1.6,TCONS_00000012,+,donor,0.35714,C,Tumor,SP1,$\theta_5$,SRR5237627
C2_SRR5237629,634,636,C2_SRR5237629.1.1,TCONS_00000008,+,donor,0.08333,C,Tumor,SP7,$\theta_5$,SRR5237629
C2_SRR5237629,634,636,C2_SRR5237629.1.2,TCONS_00000015,+,donor,0.08333,C,Tumor,SP13,$\theta_5$,SRR5237629
C2_SRR5237629,634,636,C2_SRR5237629.1.3,TCONS_00000012,+,donor,0.08333,C,Tumor,SP1,$\theta_5$,SRR5237629
C2_SRR5237630,634,636,C2_SRR5237630.1.1,TCONS_00000016,+,donor,0.08982,C,Tissue,pSP8,$\theta_5$,SRR5237630
C2_SRR5237630,634,636,C2_SRR5237630.1.2,TCONS_00000008,+,donor,0.08982,C,Tissue,SP7,$\theta_5$,SRR5237630
C2_SRR5237630,634,636,C2_SRR5237630.1.4,TCONS_00000017,+,donor,0.08982,C,Tissue,pSP11,$\theta_5$,SRR5237630
C2_SRR5237630,634,636,C2_SRR5237630.1.5,TCONS_00000015,+,donor,0.08982,C,Tissue,SP13,$\theta_5$,SRR5237630
C2_SRR5237630,634,636,C2_SRR5237630.1.6,TCONS_00000012,+,donor,0.08982,C,Tissue,SP1,$\theta_5$,SRR5237630
C2_SRR5237630,634,636,C2_SRR5237630.1.8,TCONS_00000013,+,donor,0.08982,C,Tissue,SP9,$\theta_5$,SRR5237630
C2_SRR5237635,1205,1207,C2_SRR5237635.2.1,TCONS_00000014,+,donor,0.57576,C,Tumor,SP14,$\theta_5$,SRR5237635
C2_SRR5237635,1205,1207,C2_SRR5237635.2.2,TCONS_00000004,+,donor,0.57576,C,Tumor,pSP12,$\theta_5$,SRR5237635
C2_SRR5237639,634,636,C2_SRR5237639.1.1,TCONS_00000016,+,donor,0.24324,C,Tumor,pSP8,$\theta_5$,SRR5237639
C2_SRR5237639,1205,1207,C2_SRR5237639.1.1,TCONS_00000016,+,donor,0.10714,C,Tumor,pSP8,$\theta_5$,SRR5237639
C2_SRR5237639,1860,1862,C2_SRR5237639.1.1,TCONS_00000016,+,donor,0.06977,C,Tumor,pSP8,$\theta_5$,SRR5237639
C2_SRR5237639,634,636,C2_SRR5237639.1.2,TCONS_00000008,+,donor,0.24324,C,Tumor,SP7,$\theta_5$,SRR5237639
C2_SRR5237639,1205,1207,C2_SRR5237639.1.2,TCONS_00000008,+,donor,0.10714,C,Tumor,SP7,$\theta_5$,SRR5237639
C2_SRR5237639,1205,1207,C2_SRR5237639.1.3,TCONS_00000009,+,donor,0.10714,C,Tumor,SP18,$\theta_5$,SRR5237639
C2_SRR5237639,634,636,C2_SRR5237639.1.5,TCONS_00000015,+,donor,0.24324,C,Tumor,SP13,$\theta_5$,SRR5237639
C2_SRR5237639,634,636,C2_SRR5237639.1.6,TCONS_00000012,+,donor,0.24324,C,Tumor,SP1,$\theta_5$,SRR5237639
C2_SRR5237639,1205,1207,C2_SRR5237639.1.7,TCONS_00000014,+,donor,0.10714,C,Tumor,SP14,$\theta_5$,SRR5237639
C2_SRR5237639,1205,1207,C2_SRR5237639.1.9,TCONS_00000004,+,donor,0.10714,C,Tumor,pSP12,$\theta_5$,SRR5237639
C2_SRR5237640,634,636,C2_SRR5237640.1.2,TCONS_00000008,+,donor,0.16418,C,Tissue,SP7,$\theta_5$,SRR5237640
C2_SRR5237640,634,636,C2_SRR5237640.1.3,TCONS_00000015,+,donor,0.16418,C,Tissue,SP13,$\theta_5$,SRR5237640
C2_SRR5237640,634,636,C2_SRR5237640.1.4,TCONS_00000012,+,donor,0.16418,C,Tissue,SP1,$\theta_5$,SRR5237640
C2_SRR5237649,658,660,C2_SRR5237649.1.1,TCONS_00000002,+,donor,0.06383,C,Tumor,SP6,$\theta_5$,SRR5237649
C2_SRR5237649,658,660,C2_SRR5237649.1.2,TCONS_00000003,+,donor,0.06383,C,Tumor,SP11,$\theta_5$,SRR5237649
C2_SRR5237650,634,636,C2_SRR5237650.1.1,TCONS_00000008,+,donor,0.01351,C,Tissue,SP7,$\theta_5$,SRR5237650
C2_SRR5237650,1205,1207,C2_SRR5237650.1.1,TCONS_00000008,+,donor,0.21053,C,Tissue,SP7,$\theta_5$,SRR5237650
C2_SRR5237650,634,636,C2_SRR5237650.1.3,TCONS_00000015,+,donor,0.01351,C,Tissue,SP13,$\theta_5$,SRR5237650
C2_SRR5237650,1205,1207,C2_SRR5237650.1.4,TCONS_00000014,+,donor,0.21053,C,Tissue,SP14,$\theta_5$,SRR5237650
C2_SRR5237650,634,636,C2_SRR5237650.1.5,TCONS_00000012,+,donor,0.01351,C,Tissue,SP1,$\theta_5$,SRR5237650
C2_SRR5237650,634,636,C2_SRR5237650.1.6,TCONS_00000013,+,donor,0.01351,C,Tissue,SP9,$\theta_5$,SRR5237650
C2_SRR5237650,1205,1207,C2_SRR5237650.1.7,TCONS_00000004,+,donor,0.21053,C,Tissue,pSP12,$\theta_5$,SRR5237650
C2_SRR5237654,1860,1862,C2_SRR5237654.1.1,TCONS_00000016,+,donor,0.02564,C,Tissue,pSP8,$\theta_5$,SRR5237654
C2_SRR5237654,1860,1862,C2_SRR5237654.1.3,TCONS_00000001,+,donor,0.02564,C,Tissue,pSP9,$\theta_5$,SRR5237654
C2_SRR5237654,1860,1862,C2_SRR5237654.1.4,TCONS_00000017,+,donor,0.02564,C,Tissue,pSP11,$\theta_5$,SRR5237654
C2_SRR6080229,1205,1207,C2_SRR6080229.2.1,TCONS_00000008,+,donor,,C,Tissue,SP7,$\theta_5$,SRR6080229
C2_SRR6080229,1205,1207,C2_SRR6080229.2.4,TCONS_00000014,+,donor,,C,Tissue,SP14,$\theta_5$,SRR6080229
C2_SRR6080229,1205,1207,C2_SRR6080229.2.9,TCONS_00000004,+,donor,,C,Tissue,pSP12,$\theta_5$,SRR6080229
D3_SRR11173816,658,660,D3_SRR11173816.1.1,TCONS_00000002,+,donor,0.11429,D,Tissue,SP6,$\theta_5$,SRR11173816
D3_SRR11173816,634,636,D3_SRR11173816.1.2,TCONS_00000012,+,donor,0.13889,D,Tissue,SP1,$\theta_5$,SRR11173816
D3_SRR11173816,634,636,D3_SRR11173816.1.3,TCONS_00000013,+,donor,0.13889,D,Tissue,SP9,$\theta_5$,SRR11173816
D3_SRR11173816,1172,1174,D3_SRR11173816.1.4,TCONS_00000014,+,donor,0.10811,D,Tissue,SP14,$\theta_5$,SRR11173816
D3_SRR11173816,1172,1174,D3_SRR11173816.1.5,TCONS_00000004,+,donor,0.10811,D,Tissue,pSP12,$\theta_5$,SRR11173816
D3_SRR11173817,634,636,D3_SRR11173817.1.1,TCONS_00000008,+,donor,0.16216,D,Tissue,SP7,$\theta_5$,SRR11173817
D3_SRR11173817,1172,1174,D3_SRR11173817.1.1,TCONS_00000008,+,donor,0.43243,D,Tissue,SP7,$\theta_5$,SRR11173817
D3_SRR11173817,658,660,D3_SRR11173817.1.2,TCONS_00000009,+,donor,0.08824,D,Tissue,SP18,$\theta_5$,SRR11173817
D3_SRR11173817,1172,1174,D3_SRR11173817.1.2,TCONS_00000009,+,donor,0.43243,D,Tissue,SP18,$\theta_5$,SRR11173817
D3_SRR11173817,634,636,D3_SRR11173817.1.3,TCONS_00000012,+,donor,0.16216,D,Tissue,SP1,$\theta_5$,SRR11173817
D3_SRR11173817,658,660,D3_SRR11173817.1.4,TCONS_00000002,+,donor,0.08824,D,Tissue,SP6,$\theta_5$,SRR11173817
D3_SRR11173817,634,636,D3_SRR11173817.1.5,TCONS_00000013,+,donor,0.16216,D,Tissue,SP9,$\theta_5$,SRR11173817
D3_SRR11173817,1172,1174,D3_SRR11173817.1.6,TCONS_00000014,+,donor,0.43243,D,Tissue,SP14,$\theta_5$,SRR11173817
D3_SRR11173817,634,636,D3_SRR11173817.1.7,TCONS_00000015,+,donor,0.16216,D,Tissue,SP13,$\theta_5$,SRR11173817
D3_SRR11173817,658,660,D3_SRR11173817.1.8,TCONS_00000003,+,donor,0.08824,D,Tissue,SP11,$\theta_5$,SRR11173817
D3_SRR11173817,1172,1174,D3_SRR11173817.1.9,TCONS_00000004,+,donor,0.43243,D,Tissue,pSP12,$\theta_5$,SRR11173817
D3_SRR11173818,1172,1174,D3_SRR11173818.1.1,TCONS_00000008,+,donor,0.28947,D,Tissue,SP7,$\theta_5$,SRR11173818
D3_SRR11173818,1172,1174,D3_SRR11173818.1.6,TCONS_00000014,+,donor,0.28947,D,Tissue,SP14,$\theta_5$,SRR11173818
D3_SRR11173818,1172,1174,D3_SRR11173818.1.9,TCONS_00000004,+,donor,0.28947,D,Tissue,pSP12,$\theta_5$,SRR11173818
D3_SRR11173819,1172,1174,D3_SRR11173819.1.1,TCONS_00000008,+,donor,0.21212,D,Tissue,SP7,$\theta_5$,SRR11173819
D3_SRR11173819,1172,1174,D3_SRR11173819.1.5,TCONS_00000014,+,donor,0.21212,D,Tissue,SP14,$\theta_5$,SRR11173819
D3_SRR11173819,1172,1174,D3_SRR11173819.1.8,TCONS_00000004,+,donor,0.21212,D,Tissue,pSP12,$\theta_5$,SRR11173819
D3_SRR5145367,634,636,D3_SRR5145367.1.1,TCONS_00000012,+,donor,0.12903,D,PHH,SP1,$\theta_5$,SRR5145367
D3_SRR5145367,634,636,D3_SRR5145367.1.2,TCONS_00000013,+,donor,0.12903,D,PHH,SP9,$\theta_5$,SRR5145367
D3_SRR5145368,658,660,D3_SRR5145368.1.1,TCONS_00000002,+,donor,0.0449,D,PHH,SP6,$\theta_5$,SRR5145368
D3_SRR5145368,1172,1174,D3_SRR5145368.1.2,TCONS_00000014,+,donor,0.07965,D,PHH,SP14,$\theta_5$,SRR5145368
D3_SRR5145368,634,636,D3_SRR5145368.1.3,TCONS_00000012,+,donor,0.03831,D,PHH,SP1,$\theta_5$,SRR5145368
D3_SRR5145368,634,636,D3_SRR5145368.1.4,TCONS_00000013,+,donor,0.03831,D,PHH,SP9,$\theta_5$,SRR5145368
D3_SRR5145368,1172,1174,D3_SRR5145368.1.5,TCONS_00000004,+,donor,0.07965,D,PHH,pSP12,$\theta_5$,SRR5145368
D3_SRR5145369,634,636,D3_SRR5145369.1.1,TCONS_00000008,+,donor,0.16292,D,PHH,SP7,$\theta_5$,SRR5145369
D3_SRR5145369,1172,1174,D3_SRR5145369.1.1,TCONS_00000008,+,donor,0.10918,D,PHH,SP7,$\theta_5$,SRR5145369
D3_SRR5145369,634,636,D3_SRR5145369.1.2,TCONS_00000047,+,donor,0.16292,D,PHH,pSP10,$\theta_5$,SRR5145369
D3_SRR5145369,634,636,D3_SRR5145369.1.3,TCONS_00000012,+,donor,0.16292,D,PHH,SP1,$\theta_5$,SRR5145369
D3_SRR5145369,634,636,D3_SRR5145369.1.4,TCONS_00000015,+,donor,0.16292,D,PHH,SP13,$\theta_5$,SRR5145369
D3_SRR5145369,658,660,D3_SRR5145369.1.5,TCONS_00000003,+,donor,0.05915,D,PHH,SP11,$\theta_5$,SRR5145369
D3_SRR5145369,1172,1174,D3_SRR5145369.1.6,TCONS_00000014,+,donor,0.10918,D,PHH,SP14,$\theta_5$,SRR5145369
D3_SRR5145369,658,660,D3_SRR5145369.1.7,TCONS_00000002,+,donor,0.05915,D,PHH,SP6,$\theta_5$,SRR5145369
D3_SRR5145369,634,636,D3_SRR5145369.1.8,TCONS_00000013,+,donor,0.16292,D,PHH,SP9,$\theta_5$,SRR5145369
D3_SRR5145369,1172,1174,D3_SRR5145369.1.9,TCONS_00000004,+,donor,0.10918,D,PHH,pSP12,$\theta_5$,SRR5145369
D3_SRR5145370,658,660,D3_SRR5145370.1.1,TCONS_00000009,+,donor,0.08201,D,PHH,SP18,$\theta_5$,SRR5145370
D3_SRR5145370,1172,1174,D3_SRR5145370.1.1,TCONS_00000009,+,donor,0.10335,D,PHH,SP18,$\theta_5$,SRR5145370
D3_SRR5145370,1172,1174,D3_SRR5145370.1.10,TCONS_00000004,+,donor,0.10335,D,PHH,pSP12,$\theta_5$,SRR5145370
D3_SRR5145370,634,636,D3_SRR5145370.1.2,TCONS_00000008,+,donor,0.14266,D,PHH,SP7,$\theta_5$,SRR5145370
